Provider Type Code,Provider Type Description,Provider Specialty Code,Provider Specialty Description,nucc_code,Taxonomy Description,match_confidence
"=""30""",ADVANCED PRACTICE REGISTERED NURSE,"=""930""",NURSE PRACTITIONER (ARNP) - GROUP,363LA2100X,NURSE PRACTITIONER - ACUTE CARE,source
"=""30""",ADVANCED PRACTICE REGISTERED NURSE,"=""930""",NURSE PRACTITIONER (ARNP) - GROUP,363LC0200X,NURSE PRACTITIONER - CRITICAL CARE MEDICINE,source
"=""30""",ADVANCED PRACTICE REGISTERED NURSE,"=""930""",NURSE PRACTITIONER (ARNP) - GROUP,363LC1500X,NURSE PRACTITIONER - COMMUNITY HEALTH,source
"=""30""",ADVANCED PRACTICE REGISTERED NURSE,"=""930""",NURSE PRACTITIONER (ARNP) - GROUP,363LX0106X,NURSE PRACTITIONER - OCCUPATIONAL HEALTH,source
"=""31""",REGISTERED NURSE/REGISTERED NURSE FIRST ASSISTANT,"=""172""",RNFA,163WR0006X,REGISTERED NURSE - REGISTERED NURSE FIRST ASSISTANT,source
"=""31""",REGISTERED NURSE/REGISTERED NURSE FIRST ASSISTANT,"=""173""",COUNTY HEALTH DEPARTMENT CERTIFIED MATCH RN/LPN,163WC1500X,REGISTERED NURSE - COMMUNITY HEALTH,source
"=""31""",REGISTERED NURSE/REGISTERED NURSE FIRST ASSISTANT,"=""177""",CMS/MFC TCM,163WC1500X,REGISTERED NURSE - COMMUNITY HEALTH,source
"=""31""",REGISTERED NURSE/REGISTERED NURSE FIRST ASSISTANT,"=""931""",REGISTERED NURSE FIRST ASSISTANT,163W00000X,REGISTERED NURSE,source
"=""32""",SOCIAL WORKER/CASE MANAGER,"=""174""",MENTAL HEALTH TCM,104100000X,SOCIAL WORKER,source
"=""32""",SOCIAL WORKER/CASE MANAGER,"=""174""",MENTAL HEALTH TCM,1041C0700X,SOCIAL WORKER - CLINICAL,source
"=""32""",SOCIAL WORKER/CASE MANAGER,"=""174""",MENTAL HEALTH TCM,171M00000X,CASE MANAGER/CARE COORDINATOR,source
"=""32""",SOCIAL WORKER/CASE MANAGER,"=""175""",TCM FOR CHILDREN AT RISK OF ABUSE AND NEGLECT,104100000X,SOCIAL WORKER,source
"=""32""",SOCIAL WORKER/CASE MANAGER,"=""176""",DOH/CMS TCM,104100000X,SOCIAL WORKER,source
"=""32""",SOCIAL WORKER/CASE MANAGER,"=""177""",CMS/MFC TCM,1041C0700X,SOCIAL WORKER - CLINICAL,source
"=""32""",SOCIAL WORKER/CASE MANAGER,"=""932""",SOCIAL WORKER/CASE MANAGER,104100000X,SOCIAL WORKER,source
"=""32""",SOCIAL WORKER/CASE MANAGER,"=""932""",SOCIAL WORKER/CASE MANAGER,1041C0700X,SOCIAL WORKER - CLINICAL,source
"=""32""",SOCIAL WORKER/CASE MANAGER,"=""932""",SOCIAL WORKER/CASE MANAGER,405300000X,PREVENTION PROFESSIONAL,source
"=""34""",LICENSED MIDWIFE,"=""934""",LICENSED MIDWIFE,175M00000X,"MIDWIFE, LAY",source
"=""34""",LICENSED MIDWIFE,"=""934""",LICENSED MIDWIFE,176B00000X,MIDWIFE,source
"=""35""",DENTIST,"=""070""",ADULT DENTURES ONLY,122400000X,DENTURIST,source
"=""35""",DENTIST,"=""071""",GENERAL DENTISTRY,122300000X,DENTIST,source
"=""35""",DENTIST,"=""071""",GENERAL DENTISTRY,1223D0004X,DENTIST - DENTIST ANESTHESIOLOGIST,source
"=""35""",DENTIST,"=""071""",GENERAL DENTISTRY,1223E0200X,DENTIST - ENDODONTICS,source
"=""35""",DENTIST,"=""071""",GENERAL DENTISTRY,1223G0001X,DENTIST - GENERAL PRACTICE,source
"=""35""",DENTIST,"=""071""",GENERAL DENTISTRY,1223P0106X,DENTIST - ORAL AND MAXILLOFACIAL PATHOLOGY,source
"=""35""",DENTIST,"=""071""",GENERAL DENTISTRY,1223P0300X,DENTIST - PERIODONTICS,source
"=""35""",DENTIST,"=""071""",GENERAL DENTISTRY,1223P0700X,DENTIST - PROSTHODONTICS,source
"=""35""",DENTIST,"=""071""",GENERAL DENTISTRY,125Q00000X,"DENTAL PROVIDERS, DENTIST, ORAL MEDICINE",source
"=""35""",DENTIST,"=""072""",ORAL SURGERY (DENTIST),1223S0112X,DENTIST - ORAL AND MAXILLOFACIAL SURGERY,source
"=""35""",DENTIST,"=""072""",ORAL SURGERY (DENTIST),125Q00000X,"DENTAL PROVIDERS, DENTIST, ORAL MEDICINE",source
"=""35""",DENTIST,"=""073""",PEDODONTIST,1223P0221X,DENTIST - PEDIATRIC DENTISTRY,source
"=""35""",DENTIST,"=""074""",OTHER DENTIST,1223D0001X,DENTIST - DENTAL PUBLIC HEALTH,source
"=""35""",DENTIST,"=""074""",OTHER DENTIST,1223G0001X,DENTIST - GENERAL PRACTICE,source
"=""35""",DENTIST,"=""088""",ORTHODONTIST,1223X0400X,DENTIST - ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,source
"=""36""",MEDICAL ASSISTANT,"=""130""",ANESTHESIOLOGY ASSISTANT,367H00000X,ANESTHESIOLOGIST ASSISTANT,source
"=""37""",REGISTERED DENTAL HYGIENIST,"=""937""",REGISTERED DENTAL HYGIENIST,124Q00000X,DENTAL HYGIENIST,source
"=""37""",REGISTERED DENTAL HYGIENIST,"=""937""",REGISTERED DENTAL HYGIENIST,125K00000X,ADVANCED PRACTICE DENTAL THERAPIST,source
"=""39""",BEHAVIOR ANALYSIS,"=""390""",REGISTERED BEHAVIOR TECHNICIAN,101YA0400X,COUNSELOR - ADDICTION (SUBSTANCE USE DISORDER),source
"=""39""",BEHAVIOR ANALYSIS,"=""390""",REGISTERED BEHAVIOR TECHNICIAN,106S00000X,BEHAVIOR TECHNICIAN,source
"=""39""",BEHAVIOR ANALYSIS,"=""391""",ASSISTANT BEHAVIOR ANALYST,101Y00000X,COUNSELOR,source
"=""39""",BEHAVIOR ANALYSIS,"=""391""",ASSISTANT BEHAVIOR ANALYST,101YA0400X,COUNSELOR - ADDICTION (SUBSTANCE USE DISORDER),source
"=""39""",BEHAVIOR ANALYSIS,"=""391""",ASSISTANT BEHAVIOR ANALYST,106E00000X,ASSISTANT BEHAVIOR ANALYST,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,101Y00000X,COUNSELOR,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,101YA0400X,COUNSELOR - ADDICTION (SUBSTANCE USE DISORDER),source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,101YP2500X,COUNSELOR - PROFESSIONAL,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,102L00000X,PSYCHOANALYST,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103G00000X,CLINICAL NEUROPSYCHOLOGIST,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103K00000X,BEHAVIORAL ANALYST,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TA0400X,PSYCHOLOGIST - ADDICTION (SUBSTANCE USE DISORDER),source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TA0700X,PSYCHOLOGIST - ADULT DEVELOPMENT & AGING,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TB0200X,PSYCHOLOGIST - COGNITIVE & BEHAVIORAL,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TC0700X,PSYCHOLOGIST - CLINICAL,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TC1900X,PSYCHOLOGIST - COUNSELING,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TC2200X,PSYCHOLOGIST - CLINICAL CHILD & ADOLESCENT,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TE1100X,PSYCHOLOGIST - EXERCISE & SPORTS,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TF0000X,PSYCHOLOGIST - FAMILY,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TF0200X,PSYCHOLOGIST - FORENSIC,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TH0004X,PSYCHOLOGIST - HEALTH,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TH0100X,PSYCHOLOGIST - HEALTH SERVICE,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TM1800X,PSYCHOLOGIST - MENTAL RETARDATION & DEVELOPMENTAL DISABILITIES,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TP0016X,PSYCHOLOGIST - PRESCRIBING (MEDICAL),source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TP0814X,PSYCHOLOGIST - PSYCHOANALYSIS,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TR0400X,PSYCHOLOGIST - REHABILITATION,source
"=""39""",BEHAVIOR ANALYSIS,"=""392""",LEAD ANALYST,103TS0200X,PSYCHOLOGIST - SCHOOL,source
"=""39""",BEHAVIOR ANALYSIS,"=""393""",BEHAVIOR ANALYSIS GROUP,103K00000X,BEHAVIORAL ANALYST,source
"=""40""",AMBULANCE,"=""940""",AMBULANCE,341600000X,AMBULANCE,source
"=""40""",AMBULANCE,"=""940""",AMBULANCE,3416L0300X,AMBULANCE - LAND TRANSPORT,source
"=""40""",AMBULANCE,"=""940""",AMBULANCE,3416S0300X,AMBULANCE - WATER TRANSPORT,source
"=""41""",NON-EMERGENCY TRANSPORT,"=""941""",NON-EMERGENCY TRANSPORT,342000000X,TRANSPORTATION NETWORK COMPANY,source
"=""41""",NON-EMERGENCY TRANSPORT,"=""941""",NON-EMERGENCY TRANSPORT,343900000X,NON-EMERGENCY MEDICAL TRANSPORT (VAN),source
"=""42""",AIR AMBULANCE,"=""942""",AIR AMBULANCE,3416A0800X,AMBULANCE - AIR TRANSPORT,source
"=""43""",TAXICAB COMPANY,"=""943""",TAXICAB COMPANY,344600000X,TAXI,source
"=""44""",GOVERNMENT/MUNICIPAL TRANSPORT,"=""944""",GOVERNMENT/MUNICIPAL TRANSPORT,3416A0800X,AMBULANCE - AIR TRANSPORT,source
"=""44""",GOVERNMENT/MUNICIPAL TRANSPORT,"=""944""",GOVERNMENT/MUNICIPAL TRANSPORT,3416L0300X,AMBULANCE - LAND TRANSPORT,source
"=""44""",GOVERNMENT/MUNICIPAL TRANSPORT,"=""944""",GOVERNMENT/MUNICIPAL TRANSPORT,3416S0300X,AMBULANCE - WATER TRANSPORT,source
"=""45""",PRIVATE TRANSPORTATION,"=""945""",PRIVATE TRANSPORTATION,347C00000X,PRIVATE VEHICLE,source
"=""46""",NON-PROFIT TRANSPORTATION,"=""946""",NON-PROFIT TRANSPORTATION,343900000X,NON-EMERGENCY MEDICAL TRANSPORT (VAN),source
"=""47""",MULTI-LOAD PRIVATE TRANSPORT,"=""947""",MULTI-LOAD PRIVATE TRANSPORT,343900000X,NON-EMERGENCY MEDICAL TRANSPORT (VAN),source
"=""50""",INDEPENDENT LABORATORY,"=""950""",INDEPENDENT LABORATORY,291U00000X,CLINICAL MEDICAL LABORATORY,source
"=""51""",PORTABLE X-RAY COMPANY,"=""951""",PORTABLE X-RAY COMPANY,261QR0207X,"CLINIC/CENTER - RADIOLOGY, MOBILE MAMMOGRAPHY",source
"=""51""",PORTABLE X-RAY COMPANY,"=""951""",PORTABLE X-RAY COMPANY,261QR0208X,"CLINIC/CENTER - RADIOLOGY, MOBILE",source
"=""51""",PORTABLE X-RAY COMPANY,"=""951""",PORTABLE X-RAY COMPANY,335V00000X,PORTABLE X-RAY SUPPLIER,source
"=""60""",AUDIOLOGIST,"=""960""",AUDIOLOGIST,231H00000X,AUDIOLOGIST,source
"=""60""",AUDIOLOGIST,"=""960""",AUDIOLOGIST,231HA2400X,AUDIOLOGIST - ASSISTIVE TECHNOLOGY PRACTITIONER,source
"=""60""",AUDIOLOGIST,"=""960""",AUDIOLOGIST,231HA2500X,AUDIOLOGIST - ASSISTIVE TECHNOLOGY SUPPLIER,source
"=""61""",HEARING AID SPECIALIST,"=""961""",HEARING AID SPECIALIST,235500000X,SPECIALIST/TECHNOLOGIST,source
"=""61""",HEARING AID SPECIALIST,"=""961""",HEARING AID SPECIALIST,237600000X,AUDIOLOGIST-HEARING AID FITTER,source
"=""61""",HEARING AID SPECIALIST,"=""961""",HEARING AID SPECIALIST,237700000X,HEARING INSTRUMENT SPECIALIST,source
"=""62""",OPTOMETRIST,"=""962""",OPTOMETRIST,152W00000X,OPTOMETRIST,source
"=""62""",OPTOMETRIST,"=""962""",OPTOMETRIST,152WC0802X,OPTOMETRIST - CORNEAL AND CONTACT MANAGEMENT,source
"=""62""",OPTOMETRIST,"=""962""",OPTOMETRIST,152WL0500X,OPTOMETRIST - LOW VISION REHABILITATION,source
"=""62""",OPTOMETRIST,"=""962""",OPTOMETRIST,152WP0200X,OPTOMETRIST - PEDIATRICS,source
"=""62""",OPTOMETRIST,"=""962""",OPTOMETRIST,152WS0006X,OPTOMETRIST - SPORTS VISION,source
"=""62""",OPTOMETRIST,"=""962""",OPTOMETRIST,152WV0400X,OPTOMETRIST - VISION THERAPY,source
"=""62""",OPTOMETRIST,"=""962""",OPTOMETRIST,152WX0102X,OPTOMETRIST - OCCUPATIONAL VISION,source
"=""62""",OPTOMETRIST,"=""962""",OPTOMETRIST,302F00000X,EXCLUSIVE PROVIDER ORGANIZATION,source
"=""63""",OPTICIAN,"=""963""",OPTICIAN,156FX1800X,TECHNICIAN/TECHNOLOGIST - OPTICIAN,source
"=""65""",HOME HEALTH SERVICES,"=""114""",PERSONAL CARE,253Z00000X,IN HOME SUPPORT CARE AGENCIES,source
"=""65""",HOME HEALTH SERVICES,"=""117""",INDEPENDENT HOME HEALTH NURSE - LPN,164W00000X,LICENSED PRACTICAL NURSE,source
"=""65""",HOME HEALTH SERVICES,"=""118""",INDEPENDENT HOME HEALTH NURSE - RN,163WH0200X,REGISTERED NURSE - HOME HEALTH,source
"=""65""",HOME HEALTH SERVICES,"=""221""",PRIVATE DUTY NURSING,251J00000X,NURSING CARE,source
"=""65""",HOME HEALTH SERVICES,"=""965""",HOME HEALTH AGENCY,251E00000X,HOME HEALTH,source
"=""65""",HOME HEALTH SERVICES,"=""965""",HOME HEALTH AGENCY,253Z00000X,IN HOME SUPPORT CARE AGENCIES,source
"=""65""",HOME HEALTH SERVICES,"=""965""",HOME HEALTH AGENCY,374U00000X,HOME HEALTH AIDE,source
"=""66""",RURAL HEALTH CLINIC,"=""966""",RURAL HEALTH CLINIC,261QR1300X,CLINIC/CENTER - RURAL HEALTH,source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""089""",ASSISTED LIVING FOR THE ELDERLY,310400000X,ASSISTED LIVING FACILITY,source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""095""",STATEWIDE MEDICAID MANAGED CARE WAIVER SERVICES,253Z00000X,IN HOME SUPPORT CARE AGENCIES,source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""095""",STATEWIDE MEDICAID MANAGED CARE WAIVER SERVICES,333300000X,PERSONAL EMERGENCY RESPONSE SYSTEMS,source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""095""",STATEWIDE MEDICAID MANAGED CARE WAIVER SERVICES,3747A0650X,TECHNICIAN - ATTENDANT CARE PROVIDER,source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""096""",DEVELOPMENTAL DISABILITY,251C00000X,"DAY TRAINING, DEVELOPMENTALLY DISABLED SERVICES",source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""096""",DEVELOPMENTAL DISABILITY,251J00000X,NURSING CARE,source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""096""",DEVELOPMENTAL DISABILITY,261QD1600X,CLINIC/CENTER - DEVELOPMENTAL DISABILITIES,source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""096""",DEVELOPMENTAL DISABILITY,320900000X,"COMMUNITY BASED RESIDENTIAL TREATMENT, MENTAL RETARDATION AND/OR DEVELOPMENTAL DISABILITIES",source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""113""",ADULT DAY CARE,261QA0600X,CLINIC/CENTER - ADULT DAY CARE,source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""113""",ADULT DAY CARE,385H00000X,RESPITE CARE,source
"=""67""",HOME AND COMMUNITY BASED SERVICES WAIVER,"=""967""",HOME & COMMUNITY-BASED SERVICES WAIVER,251J00000X,NURSING CARE,source
"=""68""",FEDERALLY QUALIFIED HEALTH CENTER,"=""968""",FEDERALLY QUALIFIED HEALTH CENTER,261QF0400X,CLINIC/CENTER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),source
"=""69""",BIRTH CENTER,"=""969""",BIRTH CENTER,261QB0400X,CLINIC/CENTER - BIRTHING,source
"=""70""",MEDICAID HEALTH PLAN,"=""600""",CNET CAPITATED TRANSPORTATION,343900000X,NON-EMERGENCY MEDICAL TRANSPORT (VAN),source
"=""70""",MEDICAID HEALTH PLAN,"=""601""",DUAL SPECIAL NEEDS PLAN,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""670""",SMMC-CAPITATED LTC,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""671""",IDD - INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""672""",SMMC-CAPITATED MMA,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""673""",SMMC-CAPITATED MMA SPECIALTY,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""674""",SMMC-CAPITATED MMA CHILD WELFARE,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""675""",MMA DOH CMS,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""676""",CMSN,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""970""",HMO,302F00000X,EXCLUSIVE PROVIDER ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""970""",HMO,302R00000X,HEALTH MAINTENANCE ORGANIZATION,source
"=""70""",MEDICAID HEALTH PLAN,"=""970""",HMO,305R00000X,PREFERRED PROVIDER ORGANIZATION,source
"=""77""",COUNTY HEALTH DEPARTMENT,"=""977""",COUNTY HEALTH DEPARTMENT,251K00000X,PUBLIC HEALTH OR WELFARE,source
"=""77""",COUNTY HEALTH DEPARTMENT,"=""977""",COUNTY HEALTH DEPARTMENT,261QP0905X,"CLINIC/CENTER - PUBLIC HEALTH, STATE OR LOCAL",source
"=""78""",CHILDREN'S MEDICAL SERVICES,"=""978""",CHILDREN'S MEDICAL SERVICES,261Q00000X,CLINIC/CENTER,source
"=""81""",PROFESSIONAL EARLY INTERVENTION SERVICES,"=""981""",PROFESSIONAL EARLY INTERVENTION SERVICES,222Q00000X,DEVELOPMENTAL THERAPIST,source
"=""81""",PROFESSIONAL EARLY INTERVENTION SERVICES,"=""981""",PROFESSIONAL EARLY INTERVENTION SERVICES,252Y00000X,EARLY INTERVENTION PROVIDER AGENCY,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225X00000X,OCCUPATIONAL THERAPIST,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XE0001X,OCCUPATIONAL THERAPIST - ENVIRONMENTAL MODIFICATION,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XE1200X,OCCUPATIONAL THERAPIST - ERGONOMICS,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XF0002X,"OCCUPATIONAL THERAPIST - FEEDING, EATING AND SWALLOWING",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XG0600X,OCCUPATIONAL THERAPIST - GERONTOLOGY,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XH1200X,OCCUPATIONAL THERAPIST - HAND,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XH1300X,OCCUPATIONAL THERAPIST - HUMAN FACTORS,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XL0004X,OCCUPATIONAL THERAPIST - LOW VISION,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XM0800X,OCCUPATIONAL THERAPIST - MENTAL HEALTH,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XN1300X,OCCUPATIONAL THERAPIST - NEUROREHABILITATION,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XP0019X,OCCUPATIONAL THERAPIST - PHYSICAL REHABILITATION,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XP0200X,OCCUPATIONAL THERAPIST - PEDIATRICS,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""090""",OCCUPATIONAL THERAPIST,225XR0403X,OCCUPATIONAL THERAPIST - DRIVING AND COMMUNITY MOBILITY,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,225100000X,PHYSICAL THERAPIST,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251C2600X,PHYSICAL THERAPIST - CARDIOPULMONARY,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251E1200X,PHYSICAL THERAPIST - ERGONOMICS,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251E1300X,"PHYSICAL THERAPIST - ELECTROPHYSIOLOGY, CLINICAL",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251G0304X,PHYSICAL THERAPIST - GERIATRICS,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251H1200X,PHYSICAL THERAPIST - HAND,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251H1300X,PHYSICAL THERAPIST - HUMAN FACTORS,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251N0400X,PHYSICAL THERAPIST - NEUROLOGY,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251P0200X,PHYSICAL THERAPIST - PEDIATRICS,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251S0007X,PHYSICAL THERAPIST - SPORTS,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""091""",PHYSICAL THERAPIST,2251X0800X,PHYSICAL THERAPIST - ORTHOPEDIC,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""092""",SPEECH THERAPIST,235Z00000X,SPEECH-LANGUAGE PATHOLOGIST,source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,227800000X,"RESPIRATORY THERAPIST, CERTIFIED",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278C0205X,"RESPIRATORY THERAPIST, CERTIFIED - CRITICAL CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278E0002X,"RESPIRATORY THERAPIST, CERTIFIED - EMERGENCY CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278E1000X,"RESPIRATORY THERAPIST, CERTIFIED - EDUCATIONAL",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278G0305X,"RESPIRATORY THERAPIST, CERTIFIED - GERIATRIC CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278G1100X,"RESPIRATORY THERAPIST, CERTIFIED - GENERAL CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278P1004X,"RESPIRATORY THERAPIST, CERTIFIED - PULMONARY DIAGNOSTICS",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278P1005X,"RESPIRATORY THERAPIST, CERTIFIED - PULMONARY REHABILITATION",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278P1006X,"RESPIRATORY THERAPIST, CERTIFIED - PULMONARY FUNCTION TECHNOLOGIST",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278P3800X,"RESPIRATORY THERAPIST, CERTIFIED - PALLIATIVE/HOSPICE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278P3900X,"RESPIRATORY THERAPIST, CERTIFIED - NEONATAL/PEDIATRICS",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278P4000X,"RESPIRATORY THERAPIST, CERTIFIED - PATIENT TRANSPORT",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2278S1500X,"RESPIRATORY THERAPIST, CERTIFIED - SNF/SUBACUTE CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,227900000X,"RESPIRATORY THERAPIST, REGISTERED",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279C0205X,"RESPIRATORY THERAPIST, REGISTERED - CRITICAL CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279E0002X,"RESPIRATORY THERAPIST, REGISTERED - EMERGENCY CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279E1000X,"RESPIRATORY THERAPIST, REGISTERED - EDUCATIONAL",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279G0305X,"RESPIRATORY THERAPIST, REGISTERED - GERIATRIC CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279G1100X,"RESPIRATORY THERAPIST, REGISTERED - GENERAL CARE",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279H0200X,"RESPIRATORY THERAPIST, REGISTERED - HOME HEALTH",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279P1004X,"RESPIRATORY THERAPIST, REGISTERED - PULMONARY DIAGNOSTICS",source
"=""83""","THERAPIST (PT, OT, ST, RT)","=""093""",RESPIRATORY THERAPIST,2279P1005X,"RESPIRATORY THERAPIST, REGISTERED - PULMONARY REHABILITATION",source
